record_id,name,name_contact_person_db,email_contact_person_db,link_contact_form,country,datatype,ongoing,link,type_ehr,type_insurance_claims,type_dz_cohort,type_national_registry,type_other,pub_title_1,pub_title_2,pub_title_3,pub_title_4,pub_title_5,pub_title_6,pub_title_7,pub_title_8,pub_title_9,pub_title_10,pub_title_11,pub_title_12,pub_title_13,pub_title_14,pub_title_15,pub_title_16,pub_title_17,pub_title_18,pub_title_19,author_contact_1,author_contact_2,author_contact_3,author_contact_4,author_contact_5,author_contact_6,author_contact_7,author_contact_8,author_contact_9,author_contact_10,author_contact_11,author_contact_12,author_contact_13,author_contact_14,author_contact_15,author_contact_16,author_contact_17,author_contact_18,author_contact_19,data_dictionary,data_dictionary_link
60,The Civil Registration system,NA,kc@cpr.dk,NA,Denmark,"National registries (e.g. death registry, cancer registry, etc.)",1,NA,0,0,0,1,NA,Thromboembolic Risk in Patients With Pneumonia and New-Onset Atrial Fibrillation Not Receiving Anticoagulation Therapy.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Mette Søgaard, DVM, PhD, Department of Cardiology, Aalborg University Hospital, Sønder Skovvej 15, 9000 Aalborg, Denmark (mette.soegaard@rn.dk)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA
61,TriNetX database,NA,NA,NA,Other: Global,Hospital data (electronic health record); Other: Outpatient?,1,https://trinetx.com/solutions/real-world-datasets/#s_2,1,0,0,0,Outpatient?,Characteristics and outcomes of hospitalised adults with COVID-19 in a Global Health Research Network: a cohort study.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dr Ying Bao; ying.bao@bms.com,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA
62,Two University Hospitals in Wuhan Region,NA,NA,NA,Other: China,Hospital data (electronic health record),3,NA,1,0,0,0,NA,High-Dose Intravenous Immunoglobulin in Severe Coronavirus Disease 2019: A Multicenter Retrospective Study in China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taisheng Li
litsh@263.net",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA
63,UCLA,NA,NA,NA,USA,Hospital data (electronic health record),1,[Design Study | ResearchGo | UCLA](https://www.researchgo.ucla.edu/design-study),1,0,0,0,NA,Increasing serum iron levels and their role in the risk of infectious diseases: a Mendelian randomization approach.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corresponding author. Lady Davis Institute for Medical Research, Jewish General Hospital, Pavilion H-413, 3755 Coˆte-
Ste-Catherine, Montre´ al, QC H3T 1E2, Canada. E-mail: brent.richards@mcgill.ca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA
64,University College Hospital (UCH),"No information here, so unsure which study we are looking for? Link given is to the ""Find a study"" page.",NA,NA,UK,Hospital data (electronic health record),3,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA
65,University of Minnesota Clinical and Translational Institute (CTSI) data repository,NA,umncrsc@umn.edu,NA,USA,Hospital data (electronic health record),1,https://ctsi.umn.edu/services/data-informatics/find-access-data,1,0,0,0,NA,Application of Causal Discovery Algorithms in Studying the Nephrotoxicity of Remdesivir Using Longitudinal Data from the EHR.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.linkedin.com/in/jianqiu-zhang-6b135a118/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA
66,University of Washington (UW) Enterprise Data Warehouse,put “EDW Access” in the subject line,help@uw.edu,NA,USA,Hospital data (electronic health record),1,https://itconnect.uw.edu/tools-services-support/data-reporting/data/enterprise-data-warehouse/,1,0,0,0,NA,"Tocilizumab in hospitalized patients with COVID-19: Clinical outcomes, inflammatory marker kinetics, and safety.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Correspondence Joshua A. Hill, Fred Hutchinson Cancer Research Center and University of Washington, 1100 Fairview Ave N, Mail Stop E-400, Seattle, WA 98109.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA
67,Vizient Clinical Data Base® (CDB),NA,clinicalanalytics@vizientinc.com,NA,USA,Insurance/claims data (prescription data),1,https://www.vizientinc.com/what-we-do/operations-and-quality/clinical-data-base,0,1,0,0,NA,Impact of COVID-19 on Outcomes in Ischemic Stroke Patients in the United States.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Department of Neurology, University of Utah, 175 N. Medical Dr, Salt Lake City, UT 84132, United States
adam.dehavenon@hsc.utah.edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA
68,danish registries,NA,kontakt@sundhedsdata.dk,NA,Denmark,"Hospital data (electronic health record); National registries (e.g. death registry, cancer registry, etc.)",1,https://pure.au.dk/portal/en/publications/the-danish-national-prescription-registry,1,0,0,1,NA,Thromboembolic Risk in Patients With Pneumonia and New-Onset Atrial Fibrillation Not Receiving Anticoagulation Therapy.,Thromboembolic Risk in Patients With Pneumonia and New-Onset Atrial Fibrillation Not Receiving Anticoagulation Therapy.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Mette Søgaard, DVM, PhD, Department of Cardiology, Aalborg University Hospital, Sønder Skovvej 15, 9000 Aalborg, Denmark (mette.soegaard@rn.dk)"," Mette Søgaard, DVM, PhD, Department of Cardiology, Aalborg University Hospital, Sønder Skovvej 15, 9000 Aalborg, Denmark (mette.soegaard@rn.dk)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA
69,enterprise data warehouse (EDW) at Intermountain Healthcare,NA,officeofresearch@imail.org,NA,USA,Hospital data (electronic health record),3,NA,1,0,0,0,NA,Broad-spectrum antibiotic use and poor outcomes in community-onset pneumonia: a cohort study.,Antibiotic Use and Outcomes After Implementation of the Drug Resistance in Pneumonia Score in ED Patients With Community-Onset Pneumonia.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brandon J. Webb, Division of Infectious Diseases and Clinical Epidemiology, Intermountain Medical Center, 5121 South Cottonwood Drive, Murray, UT 84157, USA. E-mail: brandon.webb@imail.org","Brandon J. Webb, MD, Division of Infectious Diseases and Clinical Epidemiology, Intermountain Medical Center, 5121 S Cottonwood Dr, Murray, UT 84157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA
